cutoff_date,ID,end_modified,end_true
106,FL-2021-04-2021,3,3
106,NC-2021-28-2021,3,4
106,GA-2021-18-2021,3,3
106,SC-2020-12-2020,3,3
106,SC-2020-12-2020,3,3
106,AL-2021-11-2021,2,4
106,SC-2020-16-2020,2,3
106,SC-2020-16-2020,2,2
106,GA-2020-05-2020,3,3
106,VA-2021-92-2021,2,3
106,GA-2020-01-2020,3,3
106,NC-2020-08-2020,3,4
106,VA-2019-36-2020,3,3
106,VA-2019-23-2019,2,3
106,AL-2020-07-2020,3,3
106,AL-2020-07-2020,3,3
106,NC-2020-16-2020,3,4
106,NC-2022-37-2022,2,2
106,NJ-2018-08-2019,2,2
106,GA-2021-17-2021,3,4
106,VA-2021-97-2022,2,3
106,SC-2019-04-2019,4,4
106,VA-2022-100-2022,3,1
106,GA-2020-04-2020,3,3
106,VA-2019-45-2020,3,3
106,VA-2019-34-2020,3,4
106,NC-2022-39-2022,3,3
106,NC-2022-31-2022,4,3
106,AL-2022-15-2022,2,2
106,NC-2022-45-2022,3,3
106,NC-2022-38-2022,3,3
106,VA-2019-18-2019,2,3
106,VA-2019-33-2020,3,4
106,NJ-2018-15-2019,3,3
106,VA-2019-47-2020,2,3
106,VA-2020-84-2021,3,3
122,NJ-2018-09-2019,3,4
122,VA-2019-49-2020,3,4
122,VA-2020-83-2021,3,4
122,NY-2019-13-2020,4,4
122,MD-2020-15-2020,3,4
122,GA-2021-21-2021,3,4
122,VA-2021-96-2022,3,4
122,SC-2022-25-2022,3,4
122,SC-2019-09-2019,3,4
122,AL-2020-03-2020,3,3
122,NC-2022-40-2022,3,4
122,VA-2019-46-2020,3,3
122,AL-2021-10-2021,3,4
122,FL-2021-04-2021,3,4
122,NC-2021-28-2021,3,4
122,GA-2021-18-2021,3,3
122,SC-2020-12-2020,2,3
122,SC-2020-12-2020,2,3
122,AL-2021-11-2021,4,4
122,SC-2020-16-2020,2,2
122,SC-2020-16-2020,2,2
122,GA-2020-05-2020,3,3
122,VA-2021-92-2021,3,4
122,GA-2020-01-2020,3,3
122,NC-2020-08-2020,3,4
122,VA-2019-36-2020,3,3
122,VA-2019-23-2019,3,4
122,AL-2020-07-2020,3,3
122,AL-2020-07-2020,2,4
122,NC-2020-16-2020,3,4
122,NC-2022-37-2022,3,3
122,VA-2021-93-2021,4,3
122,NJ-2018-08-2019,3,3
122,GA-2021-17-2021,3,4
122,VA-2021-97-2022,2,4
122,SC-2019-04-2019,3,4
122,NC-2022-34-2022,3,4
122,GA-2020-04-2020,3,3
122,VA-2019-45-2020,4,3
122,ME-2018-09-2019,3,3
122,VA-2019-34-2020,3,4
122,NC-2022-39-2022,3,3
122,NC-2022-31-2022,3,3
122,AL-2022-15-2022,3,3
122,NC-2022-45-2022,2,4
122,NC-2022-38-2022,3,4
122,VA-2019-18-2019,3,4
122,VA-2019-33-2020,3,4
122,NJ-2018-15-2019,3,3
122,VA-2019-47-2020,2,4
122,VA-2020-84-2021,3,3
136,NJ-2018-09-2019,3,4
136,VA-2019-49-2020,3,4
136,VA-2020-83-2021,3,4
136,NY-2019-13-2020,4,4
136,MD-2020-15-2020,3,4
136,GA-2021-21-2021,3,4
136,VA-2021-96-2022,3,4
136,SC-2022-25-2022,3,4
136,SC-2019-09-2019,3,4
136,AL-2020-03-2020,3,4
136,NC-2022-40-2022,4,4
136,VA-2019-46-2020,2,4
136,AL-2021-10-2021,3,4
136,FL-2021-04-2021,3,4
136,NC-2021-28-2021,3,4
136,GA-2021-18-2021,2,4
136,SC-2020-12-2020,3,3
136,AL-2021-11-2021,4,4
136,SC-2020-16-2020,2,4
136,GA-2020-05-2020,3,3
136,VA-2021-92-2021,3,4
136,GA-2020-01-2020,3,3
136,NC-2020-08-2020,3,4
136,VA-2019-36-2020,3,3
136,VA-2019-23-2019,3,4
136,AL-2020-07-2020,3,4
136,NC-2020-16-2020,3,4
136,NC-2022-37-2022,3,3
136,VA-2021-93-2021,2,2
136,NJ-2018-08-2019,3,3
136,GA-2021-17-2021,3,4
136,VA-2021-97-2022,2,4
136,SC-2019-04-2019,3,4
136,NC-2022-34-2022,3,4
136,VA-2022-100-2022,3,4
136,GA-2020-04-2020,3,4
136,VA-2019-45-2020,4,3
136,ME-2018-09-2019,3,3
136,VA-2019-34-2020,3,4
136,NC-2022-39-2022,2,3
136,NC-2022-31-2022,3,4
136,AL-2022-15-2022,3,4
136,NC-2022-45-2022,3,4
136,NC-2022-38-2022,4,4
136,VA-2019-18-2019,3,4
136,VA-2019-33-2020,3,4
136,NJ-2018-15-2019,3,4
136,VA-2019-47-2020,3,4
136,VA-2020-84-2021,3,3
153,NJ-2018-09-2019,3,4
153,VA-2019-49-2020,3,4
153,VA-2020-83-2021,3,4
153,NY-2019-13-2020,3,4
153,MD-2020-15-2020,3,4
153,GA-2021-21-2021,3,4
153,VA-2021-96-2022,4,4
153,SC-2022-25-2022,3,4
153,SC-2019-09-2019,3,4
153,AL-2020-03-2020,3,4
153,NC-2022-40-2022,4,4
153,VA-2019-46-2020,3,4
153,AL-2021-10-2021,2,4
153,NY-2022-40-2022,4,4
153,FL-2021-04-2021,4,4
153,NC-2021-28-2021,3,4
153,GA-2021-18-2021,3,4
153,SC-2020-12-2020,3,3
153,AL-2021-11-2021,3,4
153,SC-2020-16-2020,3,4
153,GA-2020-05-2020,2,4
153,VA-2021-92-2021,3,4
153,GA-2020-01-2020,3,4
153,NC-2020-08-2020,3,4
153,VA-2019-36-2020,3,3
153,VA-2019-23-2019,3,4
153,AL-2020-07-2020,2,4
153,NC-2020-16-2020,3,4
153,NC-2022-37-2022,2,3
153,VA-2021-93-2021,3,4
153,NJ-2018-08-2019,4,4
153,GA-2021-17-2021,3,4
153,VA-2021-97-2022,3,4
153,SC-2019-04-2019,4,4
153,NC-2022-34-2022,3,4
153,VA-2022-100-2022,3,4
153,GA-2020-04-2020,3,4
153,VA-2019-45-2020,4,3
153,ME-2018-09-2019,2,3
153,VA-2019-34-2020,3,4
153,NC-2022-39-2022,3,4
153,NC-2022-31-2022,4,4
153,AL-2022-15-2022,4,4
153,NC-2022-45-2022,2,4
153,NC-2022-38-2022,3,4
153,VA-2019-18-2019,3,4
153,VA-2019-33-2020,3,4
153,NJ-2018-15-2019,4,4
153,VA-2019-47-2020,4,4
153,VA-2020-84-2021,3,4
167,NJ-2018-09-2019,4,4
167,VA-2019-49-2020,2,4
167,VA-2020-83-2021,4,4
167,NY-2019-13-2020,3,4
167,MD-2020-15-2020,3,4
167,GA-2021-21-2021,4,4
167,VA-2021-96-2022,4,4
167,SC-2022-25-2022,3,4
167,SC-2019-09-2019,3,4
167,AL-2020-03-2020,3,4
167,NC-2022-40-2022,4,4
167,VA-2019-46-2020,3,4
167,AL-2021-10-2021,3,4
167,NY-2022-40-2022,3,4
167,FL-2021-04-2021,3,4
167,NC-2021-28-2021,3,4
167,GA-2021-18-2021,4,4
167,AL-2021-11-2021,4,4
167,SC-2020-16-2020,3,4
167,GA-2020-05-2020,3,4
167,VA-2021-92-2021,3,4
167,GA-2020-01-2020,3,4
167,NC-2020-08-2020,3,4
167,VA-2019-36-2020,4,3
167,VA-2019-23-2019,3,4
167,AL-2020-07-2020,3,4
167,NC-2020-16-2020,3,4
167,NC-2022-37-2022,3,4
167,VA-2021-93-2021,4,4
167,NJ-2018-08-2019,4,4
167,GA-2021-17-2021,3,4
167,VA-2021-97-2022,3,4
167,SC-2019-04-2019,4,4
167,NC-2022-34-2022,3,4
167,VA-2022-100-2022,4,4
167,GA-2020-04-2020,3,4
167,VA-2019-45-2020,4,3
167,ME-2018-09-2019,3,4
167,VA-2019-34-2020,3,4
167,NC-2022-39-2022,3,4
167,NC-2022-31-2022,3,4
167,NC-2022-45-2022,3,4
167,NC-2022-38-2022,3,4
167,VA-2019-18-2019,3,4
167,VA-2019-33-2020,3,4
167,NJ-2018-15-2019,4,4
167,VA-2019-47-2020,4,4
167,VA-2020-84-2021,3,4
